sku,_attribute_set,_type,_category,_product_websites,color,created_at,c_rozmiar,description,has_options,name,options_container,price,required_options,short_description,status,tax_class_id,updated_at,url_key,url_path,visibility,weight,qty,use_config_min_qty,use_config_backorders,use_config_min_sale_qty,use_config_max_sale_qty,is_in_stock,use_config_notify_stock_qty,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,use_config_enable_qty_inc,_super_products_sku,_super_attribute_code,_super_attribute_option,image
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
15810,Default,configurable,,base,черный,,S,"<br /><table style=""border-collapse: collapse;"" cellpadding=""4"">
                <tr>
                    <td style=""width:180px; border: 1px solid #fff;""><b>MODEL 7525-2</b></td><td style=""width:70px; border: 1px solid #fff; text-align: center;""><b>S</b></td><td style=""width:70px; border: 1px solid #fff; text-align: center;""><b>M</b></td><td style=""width:70px; border: 1px solid #fff; text-align: center;""><b>L</b></td><td style=""width:70px; border: 1px solid #fff; text-align: center;""><b>XL</b></td><td style=""width:70px; border: 1px solid #fff; text-align: center;""><b>XXL</b></td></tr><tr>
                            <td style=""border: 1px solid #fff;""><b>Ширина груди (подмышки)</b></td><td style=""border: 1px solid #fff; text-align: center;"">46</td><td style=""border: 1px solid #fff; text-align: center;"">48</td><td style=""border: 1px solid #fff; text-align: center;"">50</td><td style=""border: 1px solid #fff; text-align: center;"">52</td><td style=""border: 1px solid #fff; text-align: center;"">54</td></tr><tr>
                            <td style=""border: 1px solid #fff;""><b>общая длина (от подмышки)</b></td><td style=""border: 1px solid #fff; text-align: center;"">60</td><td style=""border: 1px solid #fff; text-align: center;"">62</td><td style=""border: 1px solid #fff; text-align: center;"">64</td><td style=""border: 1px solid #fff; text-align: center;"">66</td><td style=""border: 1px solid #fff; text-align: center;"">68</td></tr><tr>
                            <td style=""border: 1px solid #fff;""><b>Ширина на талии</b></td><td style=""border: 1px solid #fff; text-align: center;"">42</td><td style=""border: 1px solid #fff; text-align: center;"">44</td><td style=""border: 1px solid #fff; text-align: center;"">46</td><td style=""border: 1px solid #fff; text-align: center;"">49</td><td style=""border: 1px solid #fff; text-align: center;"">51</td></tr><tr>
                            <td style=""border: 1px solid #fff;""><b>Длина рукава (снаружи)</b></td><td style=""border: 1px solid #fff; text-align: center;"">60</td><td style=""border: 1px solid #fff; text-align: center;"">62</td><td style=""border: 1px solid #fff; text-align: center;"">64</td><td style=""border: 1px solid #fff; text-align: center;"">66</td><td style=""border: 1px solid #fff; text-align: center;"">68</td></tr></table>",1,"CRSM футболка - черный 7525-2",,69.28,,"<br /><table style=""border-collapse: collapse;"" cellpadding=""4"">
                <tr>
                    <td style=""width:180px; border: 1px solid #fff;""><b>MODEL 7525-2</b></td><td style=""width:70px; border: 1px solid #fff; text-align: center;""><b>S</b></td><td style=""width:70px; border: 1px solid #fff; text-align: center;""><b>M</b></td><td style=""width:70px; border: 1px solid #fff; text-align: center;""><b>L</b></td><td style=""width:70px; border: 1px solid #fff; text-align: center;""><b>XL</b></td><td style=""width:70px; border: 1px solid #fff; text-align: center;""><b>XXL</b></td></tr><tr>
                            <td style=""border: 1px solid #fff;""><b>Ширина груди (подмышки)</b></td><td style=""border: 1px solid #fff; text-align: center;"">46</td><td style=""border: 1px solid #fff; text-align: center;"">48</td><td style=""border: 1px solid #fff; text-align: center;"">50</td><td style=""border: 1px solid #fff; text-align: center;"">52</td><td style=""border: 1px solid #fff; text-align: center;"">54</td></tr><tr>
                            <td style=""border: 1px solid #fff;""><b>общая длина (от подмышки)</b></td><td style=""border: 1px solid #fff; text-align: center;"">60</td><td style=""border: 1px solid #fff; text-align: center;"">62</td><td style=""border: 1px solid #fff; text-align: center;"">64</td><td style=""border: 1px solid #fff; text-align: center;"">66</td><td style=""border: 1px solid #fff; text-align: center;"">68</td></tr><tr>
                            <td style=""border: 1px solid #fff;""><b>Ширина на талии</b></td><td style=""border: 1px solid #fff; text-align: center;"">42</td><td style=""border: 1px solid #fff; text-align: center;"">44</td><td style=""border: 1px solid #fff; text-align: center;"">46</td><td style=""border: 1px solid #fff; text-align: center;"">49</td><td style=""border: 1px solid #fff; text-align: center;"">51</td></tr><tr>
                            <td style=""border: 1px solid #fff;""><b>Длина рукава (снаружи)</b></td><td style=""border: 1px solid #fff; text-align: center;"">60</td><td style=""border: 1px solid #fff; text-align: center;"">62</td><td style=""border: 1px solid #fff; text-align: center;"">64</td><td style=""border: 1px solid #fff; text-align: center;"">66</td><td style=""border: 1px solid #fff; text-align: center;"">68</td></tr></table>",1,0,,,,4,,1,1,1,1,1,1,0,1,1,1,1,,,,/8c6846082028f8dbccc718e6dd4408bf.jpg
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,XL,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
15809,Default,configurable,,base,СЕРЫЙ,,S,"<br /><table style=""border-collapse: collapse;"" cellpadding=""4"">
                <tr>
                    <td style=""width:180px; border: 1px solid #fff;""><b>MODEL 7525-1</b></td><td style=""width:70px; border: 1px solid #fff; text-align: center;""><b>S</b></td><td style=""width:70px; border: 1px solid #fff; text-align: center;""><b>M</b></td><td style=""width:70px; border: 1px solid #fff; text-align: center;""><b>L</b></td><td style=""width:70px; border: 1px solid #fff; text-align: center;""><b>XL</b></td><td style=""width:70px; border: 1px solid #fff; text-align: center;""><b>XXL</b></td></tr><tr>
                            <td style=""border: 1px solid #fff;""><b>Ширина груди (подмышки)</b></td><td style=""border: 1px solid #fff; text-align: center;"">46</td><td style=""border: 1px solid #fff; text-align: center;"">48</td><td style=""border: 1px solid #fff; text-align: center;"">50</td><td style=""border: 1px solid #fff; text-align: center;"">52</td><td style=""border: 1px solid #fff; text-align: center;"">54</td></tr><tr>
                            <td style=""border: 1px solid #fff;""><b>общая длина (от подмышки)</b></td><td style=""border: 1px solid #fff; text-align: center;"">60</td><td style=""border: 1px solid #fff; text-align: center;"">62</td><td style=""border: 1px solid #fff; text-align: center;"">64</td><td style=""border: 1px solid #fff; text-align: center;"">66</td><td style=""border: 1px solid #fff; text-align: center;"">68</td></tr><tr>
                            <td style=""border: 1px solid #fff;""><b>Ширина на талии</b></td><td style=""border: 1px solid #fff; text-align: center;"">42</td><td style=""border: 1px solid #fff; text-align: center;"">44</td><td style=""border: 1px solid #fff; text-align: center;"">46</td><td style=""border: 1px solid #fff; text-align: center;"">49</td><td style=""border: 1px solid #fff; text-align: center;"">51</td></tr><tr>
                            <td style=""border: 1px solid #fff;""><b>Длина рукава (снаружи)</b></td><td style=""border: 1px solid #fff; text-align: center;"">60</td><td style=""border: 1px solid #fff; text-align: center;"">62</td><td style=""border: 1px solid #fff; text-align: center;"">64</td><td style=""border: 1px solid #fff; text-align: center;"">66</td><td style=""border: 1px solid #fff; text-align: center;"">68</td></tr></table>",1,"CRSM РУБАШКА - СЕРЫЙ 7525-1",,69.28,,"<br /><table style=""border-collapse: collapse;"" cellpadding=""4"">
                <tr>
                    <td style=""width:180px; border: 1px solid #fff;""><b>MODEL 7525-1</b></td><td style=""width:70px; border: 1px solid #fff; text-align: center;""><b>S</b></td><td style=""width:70px; border: 1px solid #fff; text-align: center;""><b>M</b></td><td style=""width:70px; border: 1px solid #fff; text-align: center;""><b>L</b></td><td style=""width:70px; border: 1px solid #fff; text-align: center;""><b>XL</b></td><td style=""width:70px; border: 1px solid #fff; text-align: center;""><b>XXL</b></td></tr><tr>
                            <td style=""border: 1px solid #fff;""><b>Ширина груди (подмышки)</b></td><td style=""border: 1px solid #fff; text-align: center;"">46</td><td style=""border: 1px solid #fff; text-align: center;"">48</td><td style=""border: 1px solid #fff; text-align: center;"">50</td><td style=""border: 1px solid #fff; text-align: center;"">52</td><td style=""border: 1px solid #fff; text-align: center;"">54</td></tr><tr>
                            <td style=""border: 1px solid #fff;""><b>общая длина (от подмышки)</b></td><td style=""border: 1px solid #fff; text-align: center;"">60</td><td style=""border: 1px solid #fff; text-align: center;"">62</td><td style=""border: 1px solid #fff; text-align: center;"">64</td><td style=""border: 1px solid #fff; text-align: center;"">66</td><td style=""border: 1px solid #fff; text-align: center;"">68</td></tr><tr>
                            <td style=""border: 1px solid #fff;""><b>Ширина на талии</b></td><td style=""border: 1px solid #fff; text-align: center;"">42</td><td style=""border: 1px solid #fff; text-align: center;"">44</td><td style=""border: 1px solid #fff; text-align: center;"">46</td><td style=""border: 1px solid #fff; text-align: center;"">49</td><td style=""border: 1px solid #fff; text-align: center;"">51</td></tr><tr>
                            <td style=""border: 1px solid #fff;""><b>Длина рукава (снаружи)</b></td><td style=""border: 1px solid #fff; text-align: center;"">60</td><td style=""border: 1px solid #fff; text-align: center;"">62</td><td style=""border: 1px solid #fff; text-align: center;"">64</td><td style=""border: 1px solid #fff; text-align: center;"">66</td><td style=""border: 1px solid #fff; text-align: center;"">68</td></tr></table>",1,0,,,,4,,0,1,1,1,1,1,0,1,1,1,1,,,,/cea5b5a02f41506c55e6055a1ee68d7c.jpg
,,,,,,,M,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
,,,,,,,XL,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
15801,Default,configurable,,base,ECRU,,S,"<br /><table style=""border-collapse: collapse;"" cellpadding=""4"">
                <tr>
                    <td style=""width:180px; border: 1px solid #fff;""><b>MODEL 7522-2</b></td><td style=""width:70px; border: 1px solid #fff; text-align: center;""><b>S</b></td><td style=""width:70px; border: 1px solid #fff; text-align: center;""><b>M</b></td><td style=""width:70px; border: 1px solid #fff; text-align: center;""><b>L</b></td><td style=""width:70px; border: 1px solid #fff; text-align: center;""><b>XL</b></td><td style=""width:70px; border: 1px solid #fff; text-align: center;""><b>XXL</b></td></tr><tr>
                            <td style=""border: 1px solid #fff;""><b>Ширина груди (подмышки)</b></td><td style=""border: 1px solid #fff; text-align: center;"">46</td><td style=""border: 1px solid #fff; text-align: center;"">48</td><td style=""border: 1px solid #fff; text-align: center;"">50</td><td style=""border: 1px solid #fff; text-align: center;"">52</td><td style=""border: 1px solid #fff; text-align: center;"">54</td></tr><tr>
                            <td style=""border: 1px solid #fff;""><b>общая длина (от подмышки)</b></td><td style=""border: 1px solid #fff; text-align: center;"">60</td><td style=""border: 1px solid #fff; text-align: center;"">62</td><td style=""border: 1px solid #fff; text-align: center;"">64</td><td style=""border: 1px solid #fff; text-align: center;"">66</td><td style=""border: 1px solid #fff; text-align: center;"">68</td></tr><tr>
                            <td style=""border: 1px solid #fff;""><b>Ширина на талии</b></td><td style=""border: 1px solid #fff; text-align: center;"">42</td><td style=""border: 1px solid #fff; text-align: center;"">44</td><td style=""border: 1px solid #fff; text-align: center;"">46</td><td style=""border: 1px solid #fff; text-align: center;"">49</td><td style=""border: 1px solid #fff; text-align: center;"">51</td></tr><tr>
                            <td style=""border: 1px solid #fff;""><b>Длина рукава (снаружи)</b></td><td style=""border: 1px solid #fff; text-align: center;"">60</td><td style=""border: 1px solid #fff; text-align: center;"">62</td><td style=""border: 1px solid #fff; text-align: center;"">64</td><td style=""border: 1px solid #fff; text-align: center;"">66</td><td style=""border: 1px solid #fff; text-align: center;"">68</td></tr></table>",1,"CRSM СВИТЕР - ECRU 7522-2",,109.36,,"<br /><table style=""border-collapse: collapse;"" cellpadding=""4"">
                <tr>
                    <td style=""width:180px; border: 1px solid #fff;""><b>MODEL 7522-2</b></td><td style=""width:70px; border: 1px solid #fff; text-align: center;""><b>S</b></td><td style=""width:70px; border: 1px solid #fff; text-align: center;""><b>M</b></td><td style=""width:70px; border: 1px solid #fff; text-align: center;""><b>L</b></td><td style=""width:70px; border: 1px solid #fff; text-align: center;""><b>XL</b></td><td style=""width:70px; border: 1px solid #fff; text-align: center;""><b>XXL</b></td></tr><tr>
                            <td style=""border: 1px solid #fff;""><b>Ширина груди (подмышки)</b></td><td style=""border: 1px solid #fff; text-align: center;"">46</td><td style=""border: 1px solid #fff; text-align: center;"">48</td><td style=""border: 1px solid #fff; text-align: center;"">50</td><td style=""border: 1px solid #fff; text-align: center;"">52</td><td style=""border: 1px solid #fff; text-align: center;"">54</td></tr><tr>
                            <td style=""border: 1px solid #fff;""><b>общая длина (от подмышки)</b></td><td style=""border: 1px solid #fff; text-align: center;"">60</td><td style=""border: 1px solid #fff; text-align: center;"">62</td><td style=""border: 1px solid #fff; text-align: center;"">64</td><td style=""border: 1px solid #fff; text-align: center;"">66</td><td style=""border: 1px solid #fff; text-align: center;"">68</td></tr><tr>
                            <td style=""border: 1px solid #fff;""><b>Ширина на талии</b></td><td style=""border: 1px solid #fff; text-align: center;"">42</td><td style=""border: 1px solid #fff; text-align: center;"">44</td><td style=""border: 1px solid #fff; text-align: center;"">46</td><td style=""border: 1px solid #fff; text-align: center;"">49</td><td style=""border: 1px solid #fff; text-align: center;"">51</td></tr><tr>
                            <td style=""border: 1px solid #fff;""><b>Длина рукава (снаружи)</b></td><td style=""border: 1px solid #fff; text-align: center;"">60</td><td style=""border: 1px solid #fff; text-align: center;"">62</td><td style=""border: 1px solid #fff; text-align: center;"">64</td><td style=""border: 1px solid #fff; text-align: center;"">66</td><td style=""border: 1px solid #fff; text-align: center;"">68</td></tr></table>",1,0,,,,4,,0,1,1,1,1,1,0,1,1,1,1,,,,/971600a6d3422829742365d61380e54d.jpg
,,,,,,,M,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,L,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,XL,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
15765,Default,configurable,,base,MAROON,,S/M,"с длинным рукавом, с манжетой, изготовлено из эластичной ткани, ткань высокого сорта,  интересное соединение ткани и узоров, ткань с животными узорами , молния пришитая наискосок, этнические узоры, свободный фасон, блузка oversize, шнурок<br /><table border=""0"" cellspacing=""0"" cols=""3"" frame=""VOID"" rules=""NONE"">
	<colgroup>
		<col width=""271"" />
		<col width=""67"" />
		<col width=""67"" />
	</colgroup>
	<tbody>
		<tr>
			<td align=""LEFT"" bgcolor=""#FFFFFF"" height=""21"" style=""border-top: 1px solid #000000; border-bottom: 1px solid #000000; border-left: 1px solid #000000; border-right: 1px solid #000000"" width=""271"">
				<b><font face=""Times New Roman"" size=""3"">Wymiary </font></b></td>
			<td align=""LEFT"" bgcolor=""#FFFFFF"" style=""border-top: 1px solid #000000; border-bottom: 1px solid #000000; border-left: 1px solid #000000; border-right: 1px solid #000000"" width=""67"">
				<b><font face=""Times New Roman"" size=""3"">S/M</font></b></td>
			<td align=""LEFT"" style=""border-top: 1px solid #000000; border-bottom: 1px solid #000000; border-left: 1px solid #000000; border-right: 1px solid #000000"" width=""67"">
				<b><font size=""3"">M/L</font></b></td>
		</tr>
		<tr>
			<td align=""LEFT"" bgcolor=""#FFFFFF"" height=""21"" style=""border-top: 1px solid #000000; border-bottom: 1px solid #000000; border-left: 1px solid #000000; border-right: 1px solid #000000"">
				<b><font face=""Times New Roman"" size=""3"">1. Szerokość w biuście</font></b></td>
			<td align=""RIGHT"" bgcolor=""#FFFFFF"" style=""border-top: 1px solid #000000; border-bottom: 1px solid #000000; border-left: 1px solid #000000; border-right: 1px solid #000000"">
				<b><font face=""Times New Roman"" size=""3"">50</font></b></td>
			<td align=""RIGHT"" style=""border-top: 1px solid #000000; border-bottom: 1px solid #000000; border-left: 1px solid #000000; border-right: 1px solid #000000"">
				<b><font size=""3"">53</font></b></td>
		</tr>
		<tr>
			<td align=""LEFT"" bgcolor=""#FFFFFF"" height=""21"" style=""border-top: 1px solid #000000; border-bottom: 1px solid #000000; border-left: 1px solid #000000; border-right: 1px solid #000000"">
				<b><font face=""Times New Roman"" size=""3"">2. Długość całkowita</font></b></td>
			<td align=""RIGHT"" bgcolor=""#FFFFFF"" style=""border-top: 1px solid #000000; border-bottom: 1px solid #000000; border-left: 1px solid #000000; border-right: 1px solid #000000"">
				<b><font face=""Times New Roman"" size=""3"">61</font></b></td>
			<td align=""RIGHT"" style=""border-top: 1px solid #000000; border-bottom: 1px solid #000000; border-left: 1px solid #000000; border-right: 1px solid #000000"">
				<b><font size=""3"">63</font></b></td>
		</tr>
		<tr>
			<td align=""LEFT"" bgcolor=""#FFFFFF"" height=""21"" style=""border-top: 1px solid #000000; border-bottom: 1px solid #000000; border-left: 1px solid #000000; border-right: 1px solid #000000"">
				<b><font face=""Times New Roman"" size=""3"">3. Długość rękawa od pachy</font></b></td>
			<td align=""RIGHT"" bgcolor=""#FFFFFF"" style=""border-top: 1px solid #000000; border-bottom: 1px solid #000000; border-left: 1px solid #000000; border-right: 1px solid #000000"">
				<b><font face=""Times New Roman"" size=""3"">52</font></b></td>
			<td align=""RIGHT"" style=""border-top: 1px solid #000000; border-bottom: 1px solid #000000; border-left: 1px solid #000000; border-right: 1px solid #000000"">
				<b><font size=""3"">51</font></b></td>
		</tr>
		<tr>
			<td align=""LEFT"" bgcolor=""#FFFFFF"" height=""21"" style=""border-top: 1px solid #000000; border-bottom: 1px solid #000000; border-left: 1px solid #000000; border-right: 1px solid #000000"">
				<b><font face=""Times New Roman"" size=""3"">4. Długość rękawa od ramienia</font></b></td>
			<td align=""RIGHT"" bgcolor=""#FFFFFF"" style=""border-top: 1px solid #000000; border-bottom: 1px solid #000000; border-left: 1px solid #000000; border-right: 1px solid #000000"">
				<b><font face=""Times New Roman"" size=""3"">68</font></b></td>
			<td align=""RIGHT"" style=""border-top: 1px solid #000000; border-bottom: 1px solid #000000; border-left: 1px solid #000000; border-right: 1px solid #000000"">
				<b><font size=""3"">69</font></b></td>
		</tr>
	</tbody>
</table>
<p>
	&nbsp;</p>",1,"ПОВТОР КУРТКА - MAROON 7505-3",,56.59,,"с длинным рукавом, с манжетой, изготовлено из эластичной ткани, ткань высокого сорта,  интересное соединение ткани и узоров, ткань с животными узорами , молния пришитая наискосок, этнические узоры, свободный фасон, блузка oversize, шнурок<br /><table border=""0"" cellspacing=""0"" cols=""3"" frame=""VOID"" rules=""NONE"">
	<colgroup>
		<col width=""271"" />
		<col width=""67"" />
		<col width=""67"" />
	</colgroup>
	<tbody>
		<tr>
			<td align=""LEFT"" bgcolor=""#FFFFFF"" height=""21"" style=""border-top: 1px solid #000000; border-bottom: 1px solid #000000; border-left: 1px solid #000000; border-right: 1px solid #000000"" width=""271"">
				<b><font face=""Times New Roman"" size=""3"">Wymiary </font></b></td>
			<td align=""LEFT"" bgcolor=""#FFFFFF"" style=""border-top: 1px solid #000000; border-bottom: 1px solid #000000; border-left: 1px solid #000000; border-right: 1px solid #000000"" width=""67"">
				<b><font face=""Times New Roman"" size=""3"">S/M</font></b></td>
			<td align=""LEFT"" style=""border-top: 1px solid #000000; border-bottom: 1px solid #000000; border-left: 1px solid #000000; border-right: 1px solid #000000"" width=""67"">
				<b><font size=""3"">M/L</font></b></td>
		</tr>
		<tr>
			<td align=""LEFT"" bgcolor=""#FFFFFF"" height=""21"" style=""border-top: 1px solid #000000; border-bottom: 1px solid #000000; border-left: 1px solid #000000; border-right: 1px solid #000000"">
				<b><font face=""Times New Roman"" size=""3"">1. Szerokość w biuście</font></b></td>
			<td align=""RIGHT"" bgcolor=""#FFFFFF"" style=""border-top: 1px solid #000000; border-bottom: 1px solid #000000; border-left: 1px solid #000000; border-right: 1px solid #000000"">
				<b><font face=""Times New Roman"" size=""3"">50</font></b></td>
			<td align=""RIGHT"" style=""border-top: 1px solid #000000; border-bottom: 1px solid #000000; border-left: 1px solid #000000; border-right: 1px solid #000000"">
				<b><font size=""3"">53</font></b></td>
		</tr>
		<tr>
			<td align=""LEFT"" bgcolor=""#FFFFFF"" height=""21"" style=""border-top: 1px solid #000000; border-bottom: 1px solid #000000; border-left: 1px solid #000000; border-right: 1px solid #000000"">
				<b><font face=""Times New Roman"" size=""3"">2. Długość całkowita</font></b></td>
			<td align=""RIGHT"" bgcolor=""#FFFFFF"" style=""border-top: 1px solid #000000; border-bottom: 1px solid #000000; border-left: 1px solid #000000; border-right: 1px solid #000000"">
				<b><font face=""Times New Roman"" size=""3"">61</font></b></td>
			<td align=""RIGHT"" style=""border-top: 1px solid #000000; border-bottom: 1px solid #000000; border-left: 1px solid #000000; border-right: 1px solid #000000"">
				<b><font size=""3"">63</font></b></td>
		</tr>
		<tr>
			<td align=""LEFT"" bgcolor=""#FFFFFF"" height=""21"" style=""border-top: 1px solid #000000; border-bottom: 1px solid #000000; border-left: 1px solid #000000; border-right: 1px solid #000000"">
				<b><font face=""Times New Roman"" size=""3"">3. Długość rękawa od pachy</font></b></td>
			<td align=""RIGHT"" bgcolor=""#FFFFFF"" style=""border-top: 1px solid #000000; border-bottom: 1px solid #000000; border-left: 1px solid #000000; border-right: 1px solid #000000"">
				<b><font face=""Times New Roman"" size=""3"">52</font></b></td>
			<td align=""RIGHT"" style=""border-top: 1px solid #000000; border-bottom: 1px solid #000000; border-left: 1px solid #000000; border-right: 1px solid #000000"">
				<b><font size=""3"">51</font></b></td>
		</tr>
		<tr>
			<td align=""LEFT"" bgcolor=""#FFFFFF"" height=""21"" style=""border-top: 1px solid #000000; border-bottom: 1px solid #000000; border-left: 1px solid #000000; border-right: 1px solid #000000"">
				<b><font face=""Times New Roman"" size=""3"">4. Długość rękawa od ramienia</font></b></td>
			<td align=""RIGHT"" bgcolor=""#FFFFFF"" style=""border-top: 1px solid #000000; border-bottom: 1px solid #000000; border-left: 1px solid #000000; border-right: 1px solid #000000"">
				<b><font face=""Times New Roman"" size=""3"">68</font></b></td>
			<td align=""RIGHT"" style=""border-top: 1px solid #000000; border-bottom: 1px solid #000000; border-left: 1px solid #000000; border-right: 1px solid #000000"">
				<b><font size=""3"">69</font></b></td>
		</tr>
	</tbody>
</table>
<p>
	&nbsp;</p>",1,0,,,,4,,0,1,1,1,1,1,0,1,1,1,1,,,,/d10f8d682779954fd8a7d557abccdbb7.jpg
,,,,,,,M/L,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
